Census_Block_Groups.ObjectID,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Feature Class Code,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Object  Identifier,Geographic Identifier,State Federal Information Processing Series (FIPS) codes,County Federal Information Processing Series (FIPS) Code,Tract Code,Block Group Code,Base Geographic Name,Block Group Name,Legal/Statistical Area Description Code,Functional Status,Land Area (Square Meters),Water Area (Square Meters),Centroid Latitude,Centroid Longitude,Internal Point Latitude,Internal Point Longitude,Census_Block_Groups.SHAPE_Length,Census_Block_Groups.SHAPE_Area,Census_Block_Groups.Population_Density,Population_Density,allegheny_county_acs_2024_block_groups.OBJECTID,NAME,B01003_001E,B01002_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B17001_001E,B17001_002E,B25044_001E,B25044_003E,B25044_010E,state,county,tract,block group,Population,Population over 65,Median Age,Poverty Population,Household in total,Household with no vehicle,Population Percentage over 65,Poverty Population Rate,Household No Vehicle Rate,GEO_ID
6727,G5030,208903717072385,420031014002,42,003,101400,2,2,Block Group 2,BG,S,115857,0,+40.4844952,-079.9284287,+40.4844952,-079.9284287,1876.318304,200491.5307,0.003754629,0.003754629,73,Block Group 2; Census Tract 1014; Allegheny County; Pennsylvania,435,35.5,0,11,0,10,0,0,0,30,0,0,0,0,,,180,11,14,42,3,101400,2,435,51,36,,180,25,11.72413793,,0.138888889,420031014002
113385,G5030,20890321519249,420031411001,42,003,141100,1,1,Block Group 1,BG,S,1233596,186921,+40.4205422,-079.9051179,+40.4196414,-079.9075532,8481.936535,2453562.446,0.001109764,0.001109764,129,Block Group 1; Census Tract 1411; Allegheny County; Pennsylvania,1369,45.7,5,65,40,16,14,24,13,49,87,34,11,13,,,611,0,0,42,3,141100,1,1369,371,46,,611,0,27.10007305,,0,420031411001
113531,G5030,20890321499886,420034825001,42,003,482500,1,1,Block Group 1,BG,S,2387454,236627,+40.3977396,-079.9185775,+40.3937803,-079.9101905,14860.2592,4529348.348,0.000797921,0.000797921,711,Block Group 1; Census Tract 4825; Allegheny County; Pennsylvania,1905,38.9,12,22,59,25,32,34,22,51,11,26,51,53,,,838,35,36,42,3,482500,1,1905,398,39,,838,71,20.89238845,,0.084725537,420034825001
113923,G5030,208903717072515,420039804001,42,003,980400,1,1,Block Group 1,BG,S,1106319,0,+40.4819407,-080.0200152,+40.4819407,-080.0200152,9525.263209,1914337.055,7.23119E-06,7.23119E-06,1051,Block Group 1; Census Tract 9804; Allegheny County; Pennsylvania,8,-666666666,0,0,4,0,0,0,0,0,0,0,0,0,,,8,0,4,42,3,980400,1,8,4,-666666666,,8,4,50,,0.5,420039804001
113924,G5030,208903717072516,420031414005,42,003,141400,5,5,Block Group 5,BG,S,145834,0,+40.4275243,-079.9246668,+40.4275243,-079.9246668,2176.215401,251941.3665,0.005060548,0.005060548,140,Block Group 5; Census Tract 1414; Allegheny County; Pennsylvania,738,34.2,0,0,0,15,0,0,48,0,17,18,0,0,,,595,0,368,42,3,141400,5,738,98,34,,595,368,13.27913279,,0.618487395,420031414005
113925,G5030,208903717072517,420032614001,42,003,261400,1,1,Block Group 1,BG,S,306417,0,+40.4653223,-080.0168974,+40.4653223,-080.0168974,3151.524343,529948.0113,0.001236877,0.001236877,215,Block Group 1; Census Tract 2614; Allegheny County; Pennsylvania,379,34.3,0,0,0,0,0,0,32,0,0,0,0,0,,,175,0,0,42,3,261400,1,379,32,34,,175,0,8.443271768,,0,420032614001
113926,G5030,208903717072518,420035628002,42,003,562800,2,2,Block Group 2,BG,S,653726,0,+40.4269246,-080.0658036,+40.4269246,-080.0658036,6346.126181,1129345.477,0.001731612,0.001731612,996,Block Group 2; Census Tract 5628; Allegheny County; Pennsylvania,1132,51.4,0,44,25,33,7,11,63,29,29,25,17,35,,,573,5,59,42,3,562800,2,1132,318,51,,573,64,28.09187279,,0.111692845,420035628002
116725,G5030,20890321522455,420031302001,42,003,130200,1,1,Block Group 1,BG,S,162183,0,+40.4577941,-079.8910865,+40.4577941,-079.8910865,2455.759936,280432.8459,0.002971951,0.002971951,101,Block Group 1; Census Tract 1302; Allegheny County; Pennsylvania,482,43.8,0,41,0,0,0,18,15,0,18,8,0,0,,,129,7,8,42,3,130200,1,482,100,44,,129,15,20.74688797,,0.11627907,420031302001
116726,G5030,20890321521615,420031405001,42,003,140500,1,1,Block Group 1,BG,S,391398,0,+40.4500791,-079.8976955,+40.4500791,-079.8976955,3577.499835,676625.3911,0.00114717,0.00114717,124,Block Group 1; Census Tract 1405; Allegheny County; Pennsylvania,449,33.6,9,0,0,11,0,0,12,9,14,6,25,23,,,243,8,71,42,3,140500,1,449,109,34,,243,79,24.27616927,,0.325102881,420031405001
116727,G5030,20890321521577,420031405002,42,003,140500,2,2,Block Group 2,BG,S,390637,0,+40.4534206,-079.9065847,+40.4534206,-079.9065847,3343.994435,675378.8048,0.004835691,0.004835691,125,Block Group 2; Census Tract 1405; Allegheny County; Pennsylvania,1889,32.8,10,11,1,5,0,27,12,11,24,5,77,0,,,890,0,130,42,3,140500,2,1889,183,33,,890,130,9.687665431,,0.146067416,420031405002
116753,G5030,20890321521651,420031404003,42,003,140400,3,3,Block Group 3,BG,S,425130,0,+40.4492147,-079.9182174,+40.4492147,-079.9182174,3898.116957,734917.3544,0.002420436,0.002420436,123,Block Group 3; Census Tract 1404; Allegheny County; Pennsylvania,1029,51.4,13,12,14,9,34,6,8,15,42,42,6,6,,,420,1,4,42,3,140400,3,1029,207,51,,420,5,20.11661808,,0.011904762,420031404003
116754,G5030,20890321521404,420031408001,42,003,140800,1,1,Block Group 1,BG,S,609993,0,+40.4322685,-079.9142909,+40.4322685,-079.9142909,7457.022184,1053963.1,0.003121347,0.003121347,126,Block Group 1; Census Tract 1408; Allegheny County; Pennsylvania,1904,38.4,8,64,52,29,8,44,71,35,72,13,50,7,,,700,7,58,42,3,140800,1,1904,453,38,,700,65,23.79201681,,0.092857143,420031408001
116755,G5030,20890321519027,420031414003,42,003,141400,3,3,Block Group 3,BG,S,294703,0,+40.4266034,-079.9185733,+40.4266034,-079.9185733,3458.309325,509110.7146,0.003318595,0.003318595,138,Block Group 3; Census Tract 1414; Allegheny County; Pennsylvania,978,37.5,10,13,25,0,0,0,13,0,10,0,0,0,,,380,0,0,42,3,141400,3,978,71,38,,380,0,7.259713701,,0,420031414003
116756,G5030,20890321500222,420034883001,42,003,488300,1,1,Block Group 1,BG,S,1292383,0,+40.3715130,-079.8997621,+40.3715130,-079.8997621,7536.380049,2229026.635,0.000852688,0.000852688,738,Block Group 1; Census Tract 4883; Allegheny County; Pennsylvania,1102,51.5,42,59,30,10,6,0,19,46,13,29,6,16,,,461,20,0,42,3,488300,1,1102,276,52,,461,20,25.04537205,,0.043383948,420034883001
116761,G5030,20890321513348,420034803001,42,003,480300,1,1,Block Group 1,BG,S,1242270,275717,+40.4010120,-079.9613567,+40.4011052,-079.9743573,17547.47551,2620408.625,0.000452398,0.000452398,700,Block Group 1; Census Tract 4803; Allegheny County; Pennsylvania,562,44.4,1,11,16,0,22,7,0,18,37,11,0,21,,,249,0,0,42,3,480300,1,562,144,44,,249,0,25.6227758,,0,420034803001
117899,G5030,20890321510228,420032814001,42,003,281400,1,1,Block Group 1,BG,S,348106,0,+40.4496310,-080.0569283,+40.4496310,-080.0569283,3400.225122,601773.5552,0.002163134,0.002163134,235,Block Group 1; Census Tract 2814; Allegheny County; Pennsylvania,753,49.3,6,32,0,0,0,0,7,11,13,9,0,11,,,393,4,0,42,3,281400,1,753,89,49,,393,4,11.81938911,,0.010178117,420032814001
117900,G5030,20890321510309,420032815001,42,003,281500,1,1,Block Group 1,BG,S,304111,0,+40.4402148,-080.0509135,+40.4402148,-080.0509135,4268.81901,525576.2849,0.001824992,0.001824992,237,Block Group 1; Census Tract 2815; Allegheny County; Pennsylvania,555,48.2,8,7,8,9,0,9,9,6,16,0,7,0,,,224,14,41,42,3,281500,1,555,79,48,,224,55,14.23423423,,0.245535714,420032815001
117901,G5030,20890321510466,420032901001,42,003,290100,1,1,Block Group 1,BG,S,738776,0,+40.4017183,-079.9944819,+40.4017183,-079.9944819,5852.934513,1275328.771,0.000541436,0.000541436,239,Block Group 1; Census Tract 2901; Allegheny County; Pennsylvania,400,44.1,15,16,3,0,0,6,13,0,31,6,3,5,,,224,11,89,42,3,290100,1,400,98,44,,224,100,24.5,,0.446428571,420032901001
119855,G5030,208903717072616,420032620003,42,003,262000,3,3,Block Group 3,BG,S,855105,0,+40.4698707,-079.9965018,+40.4698707,-079.9965018,8029.015993,1479114.398,0.000774174,0.000774174,223,Block Group 3; Census Tract 2620; Allegheny County; Pennsylvania,662,27.8,0,0,0,0,0,0,0,0,0,25,0,0,,,286,14,13,42,3,262000,3,662,25,28,,286,27,3.776435045,,0.094405594,420032620003
120014,G5030,20890321508742,420031914001,42,003,191400,1,1,Block Group 1,BG,S,380680,0,+40.4292023,-080.0064844,+40.4292023,-080.0064844,5284.521286,657690.9007,0.003325628,0.003325628,171,Block Group 1; Census Tract 1914; Allegheny County; Pennsylvania,1266,34.4,13,42,42,0,0,0,33,32,11,49,34,18,,,801,11,176,42,3,191400,1,1266,274,34,,801,187,21.64296998,,0.233458177,420031914001
120112,G5030,20890321533010,420032614002,42,003,261400,2,2,Block Group 2,BG,S,353592,0,+40.4619992,-080.0134962,+40.4619992,-080.0134962,3520.048647,611477.4886,0.001501731,0.001501731,216,Block Group 2; Census Tract 2614; Allegheny County; Pennsylvania,531,32.9,11,13,0,14,0,0,12,11,24,11,0,9,,,259,31,0,42,3,261400,2,531,105,33,,259,31,19.7740113,,0.11969112,420032614002
120114,G5030,20890321532706,420032701001,42,003,270100,1,1,Block Group 1,BG,S,435462,0,+40.4845890,-080.0396191,+40.4845890,-080.0396191,4319.012533,753568.4101,0.002895775,0.002895775,224,Block Group 1; Census Tract 2701; Allegheny County; Pennsylvania,1261,45.9,11,40,25,10,0,44,19,36,89,59,17,38,,,575,112,0,42,3,270100,1,1261,388,46,,575,112,30.76923077,,0.194782609,420032701001
120151,G5030,20890321532668,420032701002,42,003,270100,2,2,Block Group 2,BG,S,604352,131921,+40.4823997,-080.0463623,+40.4824127,-080.0461620,4634.374782,1274036.424,0.001916102,0.001916102,225,Block Group 2; Census Tract 2701; Allegheny County; Pennsylvania,1158,36,33,57,8,0,8,0,20,57,9,29,0,1,,,606,21,57,42,3,270100,2,1158,222,36,,606,78,19.17098446,,0.128712871,420032701002
120152,G5030,20890321538764,420032703001,42,003,270300,1,1,Block Group 1,BG,S,386786,0,+40.4783520,-080.0351779,+40.4783520,-080.0351779,3847.938693,669209.9897,0.002197598,0.002197598,226,Block Group 1; Census Tract 2703; Allegheny County; Pennsylvania,850,44.6,9,47,41,3,1,0,14,17,56,14,19,0,,,486,46,36,42,3,270300,1,850,221,45,,486,82,26,,0.16872428,420032703001
120153,G5030,20890321538633,420032708001,42,003,270800,1,1,Block Group 1,BG,S,320821,0,+40.4883995,-080.0376363,+40.4883995,-080.0376363,3465.386916,555243.4867,0.001564735,0.001564735,228,Block Group 1; Census Tract 2708; Allegheny County; Pennsylvania,502,54.9,0,21,12,13,0,0,10,5,12,2,11,51,,,256,15,5,42,3,270800,1,502,137,55,,256,20,27.29083665,,0.078125,420032708001
125502,G5030,20890321531558,420034281001,42,003,428100,1,1,Block Group 1,BG,S,625675,0,+40.4751523,-079.9797554,+40.4751523,-079.9797554,5861.918602,1082426.979,0.00086147,0.00086147,412,Block Group 1; Census Tract 4281; Allegheny County; Pennsylvania,539,57.8,5,5,22,0,7,15,0,15,19,0,17,6,,,275,0,0,42,3,428100,1,539,111,58,,275,0,20.59369202,,0,420034281001
125503,G5030,20890321531521,420034281002,42,003,428100,2,2,Block Group 2,BG,S,298678,0,+40.4713664,-079.9830354,+40.4713664,-079.9830354,3876.430166,516661.6623,0.001895017,0.001895017,413,Block Group 2; Census Tract 4281; Allegheny County; Pennsylvania,566,45.6,20,36,12,0,8,6,0,0,14,0,7,12,,,300,7,0,42,3,428100,2,566,115,46,,300,7,20.3180212,,0.023333333,420034281002
129067,G5030,208903717072166,420035619002,42,003,561900,2,2,Block Group 2,BG,S,652905,0,+40.4670320,-079.8924784,+40.4670320,-079.8924784,4679.969864,1129266.078,0.002058492,0.002058492,978,Block Group 2; Census Tract 5619; Allegheny County; Pennsylvania,1344,33.9,24,22,8,0,17,30,0,0,12,16,18,17,,,627,20,67,42,3,561900,2,1344,164,34,,627,87,12.20238095,,0.138755981,420035619002
129367,G5030,208903717072634,420035641001,42,003,564100,1,1,Block Group 1,BG,S,1438692,0,+40.4224181,-080.0885370,+40.4224181,-080.0885370,9584.90622,2485092.467,0.00037117,0.00037117,1023,Block Group 1; Census Tract 5641; Allegheny County; Pennsylvania,534,54.9,5,14,13,9,10,4,2,17,12,23,6,89,,,270,0,0,42,3,564100,1,534,204,55,,270,0,38.20224719,,0,420035641001
132354,G5030,208903717072455,420035623001,42,003,562300,1,1,Block Group 1,BG,S,1560191,276270,+40.4060185,-079.9310681,+40.4048334,-079.9302455,8575.318307,3170642.127,0.001085124,0.001085124,982,Block Group 1; Census Tract 5623; Allegheny County; Pennsylvania,1693,52.6,0,60,47,23,17,13,50,71,29,118,67,28,,,529,23,155,42,3,562300,1,1693,523,53,,529,178,30.89190786,,0.336483932,420035623001
132355,G5030,208903717072456,420031517005,42,003,151700,5,5,Block Group 5,BG,S,161198,0,+40.4213231,-079.9315925,+40.4213231,-079.9315925,2242.166157,278435.2642,0.004590628,0.004590628,147,Block Group 5; Census Tract 1517; Allegheny County; Pennsylvania,740,61.3,13,30,157,0,17,0,17,0,70,0,0,0,,,440,0,16,42,3,151700,5,740,304,61,,440,16,41.08108108,,0.036363636,420031517005
132882,G5030,20890321530402,420034311002,42,003,431100,2,2,Block Group 2,BG,S,551378,0,+40.4882110,-080.0513500,+40.4882110,-080.0513500,4679.090691,954266.5656,0.002568111,0.002568111,446,Block Group 2; Census Tract 4311; Allegheny County; Pennsylvania,1416,39.9,0,24,21,59,9,0,49,24,38,21,0,16,,,757,23,141,42,3,431100,2,1416,261,40,,757,164,18.43220339,,0.21664465,420034311002
134869,G5030,20890321509241,420031918001,42,003,191800,1,1,Block Group 1,BG,S,150492,0,+40.3922903,-080.0203908,+40.3922903,-080.0203908,2186.694048,259720.0574,0.002684528,0.002684528,182,Block Group 1; Census Tract 1918; Allegheny County; Pennsylvania,404,45.8,18,0,21,11,0,0,8,21,0,0,18,36,,,307,54,0,42,3,191800,1,404,133,46,,307,54,32.92079208,,0.175895765,420031918001
134871,G5030,20890321520271,420030806002,42,003,080600,2,2,Block Group 2,BG,S,170537,0,+40.4582793,-079.9397404,+40.4582793,-079.9397404,2353.034288,294882.3355,0.003723532,0.003723532,55,Block Group 2; Census Tract 806; Allegheny County; Pennsylvania,635,32.4,0,0,19,11,0,0,13,25,0,0,0,0,,,439,35,87,42,3,80600,2,635,68,32,,439,122,10.70866142,,0.277904328,420030806002
134873,G5030,20890321521836,420031403002,42,003,140300,2,2,Block Group 2,BG,S,255285,0,+40.4397145,-079.9234589,+40.4397145,-079.9234589,2793.834248,441186.3885,0.003831012,0.003831012,117,Block Group 2; Census Tract 1403; Allegheny County; Pennsylvania,978,44.3,29,23,44,25,16,0,40,19,9,32,7,0,,,334,0,22,42,3,140300,2,978,244,44,,334,22,24.94887526,,0.065868263,420031403002
137033,G5030,20890321533315,420032602001,42,003,260200,1,1,Block Group 1,BG,S,486745,0,+40.4922111,-080.0140221,+40.4922111,-080.0140221,4857.013516,842504.0643,0.000854657,0.000854657,209,Block Group 1; Census Tract 2602; Allegheny County; Pennsylvania,416,35.9,0,0,0,3,0,0,0,2,8,3,8,0,,,213,6,7,42,3,260200,1,416,24,36,,213,13,5.769230769,,0.061032864,420032602001
137088,G5030,20890321533278,420032602002,42,003,260200,2,2,Block Group 2,BG,S,869519,0,+40.4912569,-080.0216581,+40.4912569,-080.0216581,10713.1004,1504997.758,0.001956254,0.001956254,210,Block Group 2; Census Tract 2602; Allegheny County; Pennsylvania,1701,38.7,21,41,49,14,0,0,14,40,17,45,13,1,,,692,18,63,42,3,260200,2,1701,255,39,,692,81,14.99118166,,0.117052023,420032602002
137089,G5030,20890321533203,420032607001,42,003,260700,1,1,Block Group 1,BG,S,369807,0,+40.4837655,-080.0114060,+40.4812801,-080.0088626,5672.020239,639934.4663,0.001468333,0.001468333,211,Block Group 1; Census Tract 2607; Allegheny County; Pennsylvania,543,45.7,0,13,14,4,0,3,22,10,3,3,8,0,,,224,11,11,42,3,260700,1,543,80,46,,224,22,14.73296501,,0.098214286,420032607001
137090,G5030,20890321533166,420032607002,42,003,260700,2,2,Block Group 2,BG,S,301540,0,+40.4793425,-080.0120485,+40.4818975,-080.0108700,4548.395583,521731.7014,0.003750746,0.003750746,212,Block Group 2; Census Tract 2607; Allegheny County; Pennsylvania,1131,37.1,7,13,28,5,3,0,0,20,20,10,5,0,,,415,9,36,42,3,260700,2,1131,111,37,,415,45,9.814323607,,0.108433735,420032607002
137118,G5030,20890321500638,420034772001,42,003,477200,1,1,Block Group 1,BG,S,675172,0,+40.3741049,-079.9902555,+40.3741049,-079.9902555,4699.373377,1164585.475,0.001250052,0.001250052,672,Block Group 1; Census Tract 4772; Allegheny County; Pennsylvania,844,47.1,21,0,22,30,9,21,28,0,55,13,9,11,,,407,11,0,42,3,477200,1,844,219,47,,407,11,25.9478673,,0.027027027,420034772001
137321,G5030,20890321520782,420030705001,42,003,070500,1,1,Block Group 1,BG,S,144617,0,+40.4551545,-079.9275190,+40.4551545,-079.9275190,1970.828112,250044.3224,0.008491395,0.008491395,39,Block Group 1; Census Tract 705; Allegheny County; Pennsylvania,1228,28.4,0,38,7,1,16,0,0,12,0,44,0,2,,,714,54,118,42,3,70500,1,1228,120,28,,714,172,9.771986971,,0.240896359,420030705001
137322,G5030,20890321520708,420030705003,42,003,070500,3,3,Block Group 3,BG,S,196369,0,+40.4574217,-079.9293781,+40.4574217,-079.9293781,2959.80042,339548.555,0.003885542,0.003885542,41,Block Group 3; Census Tract 705; Allegheny County; Pennsylvania,763,28,0,5,0,0,0,0,0,0,8,0,0,0,,,451,0,136,42,3,70500,3,763,13,28,,451,136,1.703800786,,0.301552106,420030705003
137323,G5030,20890321520672,420030706001,42,003,070600,1,1,Block Group 1,BG,S,144718,0,+40.4546022,-079.9234925,+40.4546022,-079.9234925,2158.238643,250211.6643,0.005700742,0.005700742,42,Block Group 1; Census Tract 706; Allegheny County; Pennsylvania,825,29.8,0,23,60,0,0,7,8,7,0,28,0,19,,,506,10,42,42,3,70600,1,825,152,30,,506,52,18.42424242,,0.102766798,420030706001
137324,G5030,20890321520635,420030706002,42,003,070600,2,2,Block Group 2,BG,S,145020,0,+40.4519412,-079.9274585,+40.4519412,-079.9274585,2122.056696,250714.0231,0.008722935,0.008722935,43,Block Group 2; Census Tract 706; Allegheny County; Pennsylvania,1265,31.5,0,11,44,38,0,8,13,0,7,37,0,34,,,733,25,95,42,3,70600,2,1265,192,32,,733,120,15.17786561,,0.163710778,420030706002
137325,G5030,20890321520599,420030708001,42,003,070800,1,1,Block Group 1,BG,S,186344,0,+40.4584087,-079.9219665,+40.4584087,-079.9219665,2361.885983,322217.863,0.00642897,0.00642897,44,Block Group 1; Census Tract 708; Allegheny County; Pennsylvania,1198,35,9,0,25,11,0,0,0,27,11,0,0,11,,,766,0,50,42,3,70800,1,1198,94,35,,766,50,7.846410684,,0.065274151,420030708001
137326,G5030,20890321520565,420030708002,42,003,070800,2,2,Block Group 2,BG,S,260319,0,+40.4550836,-079.9181936,+40.4550836,-079.9181936,3048.814789,450092.0212,0.005454846,0.005454846,45,Block Group 2; Census Tract 708; Allegheny County; Pennsylvania,1420,31.7,22,0,15,10,13,0,0,0,12,9,0,0,,,869,0,213,42,3,70800,2,1420,81,32,,869,213,5.704225352,,0.245109321,420030708002
137327,G5030,20890321520526,420030709001,42,003,070900,1,1,Block Group 1,BG,S,306598,0,+40.4544392,-079.9379457,+40.4544392,-079.9379457,3567.798453,530095.8154,0.005244653,0.005244653,46,Block Group 1; Census Tract 709; Allegheny County; Pennsylvania,1608,31.4,15,45,34,14,29,14,26,33,11,40,32,28,,,943,0,197,42,3,70900,1,1608,321,31,,943,197,19.96268657,,0.208907741,420030709001
137328,G5030,20890321520493,420030709002,42,003,070900,2,2,Block Group 2,BG,S,136797,0,+40.4510924,-079.9473004,+40.4510924,-079.9473004,2056.039377,236492.5048,0.00570919,0.00570919,47,Block Group 2; Census Tract 709; Allegheny County; Pennsylvania,781,32.4,32,14,10,0,11,0,10,29,0,40,30,19,,,360,0,103,42,3,70900,2,781,195,32,,360,103,24.96798976,,0.286111111,420030709002
137330,G5030,20890321520091,420030901001,42,003,090100,1,1,Block Group 1,BG,S,309469,29455,+40.4771490,-079.9595369,+40.4767724,-079.9604315,4058.188168,586382.0125,0.002568916,0.002568916,60,Block Group 1; Census Tract 901; Allegheny County; Pennsylvania,795,35.8,13,11,27,11,0,0,20,0,11,10,0,13,,,565,0,13,42,3,90100,1,795,116,36,,565,13,14.59119497,,0.02300885,420030901001
138533,G5030,20890321505376,420034639002,42,003,463900,2,2,Block Group 2,BG,S,382497,0,+40.4640096,-080.0703506,+40.4640096,-080.0703506,3702.750748,661507.8155,0.001202624,0.001202624,550,Block Group 2; Census Tract 4639; Allegheny County; Pennsylvania,460,38.1,0,0,32,13,0,0,42,0,16,0,0,0,,,310,0,155,42,3,463900,2,460,103,38,,310,155,22.39130435,,0.5,420034639002
138901,G5030,208903717072601,420035623002,42,003,562300,2,2,Block Group 2,BG,S,675901,0,+40.4148262,-079.9287241,+40.4148262,-079.9287241,4980.752468,1167238.929,0,0,983,Block Group 2; Census Tract 5623; Allegheny County; Pennsylvania,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,42,3,562300,2,0,0,-666666666,,0,0,,,,420035623002
139025,G5030,208903717072603,420039822001,42,003,982200,1,1,Block Group 1,BG,S,505672,0,+40.4444879,-079.9547652,+40.4444879,-079.9547652,6554.34932,874035.8112,0.011934614,0.011934614,1062,Block Group 1; Census Tract 9822; Allegheny County; Pennsylvania,6035,19.2,0,0,0,0,0,0,0,0,0,0,0,0,,,8,0,0,42,3,982200,1,6035,0,19,,8,0,0,,0,420039822001
140966,G5030,208903717072341,420030902003,42,003,090200,3,3,Block Group 3,BG,S,71477,0,+40.4664652,-079.9570577,+40.4664652,-079.9570577,1515.223394,123622.834,0.008576185,0.008576185,64,Block Group 3; Census Tract 902; Allegheny County; Pennsylvania,613,60.9,0,21,36,20,5,7,0,34,35,17,38,37,,,275,13,24,42,3,90200,3,613,250,61,,275,37,40.78303426,,0.134545455,420030902003
145266,G5030,208903717072194,420035620002,42,003,562000,2,2,Block Group 2,BG,S,269261,0,+40.4552764,-079.9531574,+40.4552764,-079.9531574,3596.598782,465555.0977,0.00321621,0.00321621,980,Block Group 2; Census Tract 5620; Allegheny County; Pennsylvania,866,30.8,21,0,10,19,9,21,0,12,0,7,0,0,,,721,81,269,42,3,562000,2,866,99,31,,721,350,11.43187067,,0.485436893,420035620002
145268,G5030,208903717072215,420031516002,42,003,151600,2,2,Block Group 2,BG,S,565725,0,+40.4258454,-079.9457396,+40.4258454,-079.9457396,5493.920111,977293.538,0.002052234,0.002052234,142,Block Group 2; Census Tract 1516; Allegheny County; Pennsylvania,1161,45.5,0,29,14,8,14,41,12,42,36,0,28,52,,,527,0,74,42,3,151600,2,1161,276,46,,527,74,23.77260982,,0.140417457,420031516002
147081,G5030,208903717072610,420032022003,42,003,202200,3,3,Block Group 3,BG,S,184128,0,+40.4581599,-080.0646797,+40.4581599,-080.0646797,2905.042591,318384.2714,0.004247046,0.004247046,199,Block Group 3; Census Tract 2022; Allegheny County; Pennsylvania,782,31.9,0,16,15,11,12,0,9,29,15,22,10,0,,,383,25,15,42,3,202200,3,782,139,32,,383,40,17.77493606,,0.104438642,420032022003
147655,G5030,208903717072193,420039818001,42,003,981800,1,1,Block Group 1,BG,S,1822889,305799,+40.4801629,-079.8972340,+40.4774936,-079.8964980,8417.849695,3683191.703,0.000167317,0.000167317,1061,Block Group 1; Census Tract 9818; Allegheny County; Pennsylvania,305,63.8,0,21,22,5,27,45,0,0,0,7,3,21,,,0,0,0,42,3,981800,1,305,151,64,,0,0,49.50819672,,,420039818001
148865,G5030,208903717072620,420032615002,42,003,261500,2,2,Block Group 2,BG,S,784493,0,+40.4698659,-080.0193087,+40.4698659,-080.0193087,6450.34514,1356976.27,0.001033789,0.001033789,220,Block Group 2; Census Tract 2615; Allegheny County; Pennsylvania,811,42.8,11,8,21,0,42,0,25,46,7,14,0,5,,,367,18,47,42,3,261500,2,811,179,43,,367,65,22.07151665,,0.177111717,420032615002
150250,G5030,208903717072528,420034270002,42,003,427000,2,2,Block Group 2,BG,S,636797,151832,+40.4760451,-079.9728497,+40.4759051,-079.9726324,7784.240871,1364385.033,0.000888823,0.000888823,403,Block Group 2; Census Tract 4270; Allegheny County; Pennsylvania,566,39.7,0,56,0,8,0,0,0,0,8,0,0,0,,,268,12,55,42,3,427000,2,566,72,40,,268,67,12.72084806,,0.25,420034270002
150557,G5030,20890321500673,420034772004,42,003,477200,4,4,Block Group 4,BG,S,1101712,0,+40.3669691,-079.9969638,+40.3669691,-079.9969638,7642.427696,1899914.285,0.00156756,0.00156756,675,Block Group 4; Census Tract 4772; Allegheny County; Pennsylvania,1727,51.7,25,6,74,24,100,49,53,51,71,125,52,102,,,883,16,74,42,3,477200,4,1727,732,52,,883,90,42.38563984,,0.101925255,420034772004
152639,G5030,208903717072531,420035628001,42,003,562800,1,1,Block Group 1,BG,S,1122739,0,+40.4202369,-080.0746083,+40.4202369,-080.0746083,7419.832835,1939212.841,0.000383883,0.000383883,995,Block Group 1; Census Tract 5628; Allegheny County; Pennsylvania,431,33.4,0,0,6,14,21,0,0,0,2,11,6,0,,,181,8,9,42,3,562800,1,431,60,33,,181,17,13.92111369,,0.093922652,420035628001
152640,G5030,208903717072535,420034643002,42,003,464300,2,2,Block Group 2,BG,S,395349,0,+40.4465401,-080.0702702,+40.4465401,-080.0702702,5104.066138,683385.4889,0.002028587,0.002028587,553,Block Group 2; Census Tract 4643; Allegheny County; Pennsylvania,802,42.2,0,21,29,8,0,12,19,20,18,0,9,0,,,467,0,71,42,3,464300,2,802,136,42,,467,71,16.95760599,,0.152034261,420034643002
152764,G5030,208903717072549,420035625001,42,003,562500,1,1,Block Group 1,BG,S,1076051,225189,+40.4590361,-080.0506135,+40.4592556,-080.0512041,11694.86744,2250099.11,0.000589191,0.000589191,988,Block Group 1; Census Tract 5625; Allegheny County; Pennsylvania,634,15.1,0,16,0,10,0,0,0,0,7,0,0,16,,,164,16,49,42,3,562500,1,634,49,15,,164,65,7.728706625,,0.396341463,420035625001
153589,G5030,20890321503571,420035605001,42,003,560500,1,1,Block Group 1,BG,S,191531,0,+40.4394368,-079.8916632,+40.4394368,-079.8916632,2602.722957,331004.5728,0.005920713,0.005920713,968,Block Group 1; Census Tract 5605; Allegheny County; Pennsylvania,1134,35.5,21,18,12,0,0,0,8,7,0,10,13,0,,,789,10,70,42,3,560500,1,1134,89,36,,789,80,7.848324515,,0.10139417,420035605001
